Title,Genre,Birthyear
Šaban_Bajramović,Blues,1936
Šaban_Bajramović,Jazz,1936
Žanil_Tataj_-_Žak,Pop,1967
Žanil_Tataj_-_Žak,Rock,1967
Žanil_Tataj_-_Žak,Rock,1967
Žanil_Tataj_-_Žak,Rock,1967
Žanil_Tataj_-_Žak,Metal,1967
A*M*E,Blues,1994
A*M*E,Pop,1994
A*M*E,Soul,1994
A-Lee,Hip_Hop,1988
A-Lee,Pop,1988
A-Love,Hip_Hop,1983
A-Plus_(rapper),Hip_Hop,1974
A.B._Quintanilla,Soul,1963
A.B._Quintanilla,Other,1963
A.C._Reed,Blues,1926
A.Y._(musician),Hip_Hop,1981
A._B._Crentsil,Hip_Hop,1943
A._C._Newman,Pop,1968
A._C._Newman,Rock,1968
A._C._Newman,Rock,1968
A._J._Ghent,Blues,1986
A._J._Ghent,Soul,1986
A._J._Ghent,Other,1986
Amina_Claudine_Myers,Jazz,1942
Aminata_Savadogo,Blues,1993
Aminata_Savadogo,Pop,1993
Aminata_Savadogo,Soul,1993
Aminata_Savadogo,Soul,1993
Aminata_Savadogo,Other,1993
Amir_Issaa,Hip_Hop,1978
Amir_Jamal,Pop,1965
Amir_Jamal,Rock,1965
Amit_Erez,Folk,1980
Amit_Erez,Rock,1980
Amit_Erez,Rock,1980
Amit_Erez,Rock,1980
Amit_Erez,Rock,1980
Amit_Kavthekar,Other,1984
Amit_Kavthekar,Other,1984
Ammar_Malik,Electronic,1987
Ammar_Malik,Hip_Hop,1987
Ammar_Malik,Pop,1987
Ammar_Malik,Rock,1987
Ammar_Malik,Other,1987
Ammiel_Bushakevitz,Electronic,1986
Ammiel_Bushakevitz,Hip_Hop,1986
Ammo_(musician),Blues,1988
Ammo_(musician),Pop,1988
Ammo_(musician),Pop,1988
Ammo_(musician),Soul,1988
Ammo_(musician),Rock,1988
Ammouri_Mbarek,Folk,1951
Ammouri_Mbarek,Rock,1951
Ammouri_Mbarek,Other,1951
Amor_Vittone,Pop,1972
Amory_Kane,Blues,1946
Amory_Kane,Pop,1946
Amory_Kane,Rock,1946
Amos_Garrett,Blues,1941
Amos_Garrett,Country,1941
Amos_Garrett,Jazz,1941
Amos_Garrett,Soul,1941
Amos_Garrett,Rock,1941
Amos_Garrett,Rock,1941
Amund_Maarud,Blues,1981
Amund_Maarud,Rock,1981
Amund_Svensson,Electronic,1978
Amund_Svensson,Metal,1978
Amund_Svensson,Metal,1978
Amy_Cook,Country,1979
Amy_Cook,Folk,1979
Amy_Correia,Country,1968
Amy_Correia,Folk,1968
Amy_Holland,Country,1954
Amy_Kuney,Pop,1985
Amy_Kuney,Pop,1985
Amy_Kuney,Rock,1985
Amy_London,Jazz,1957
Amy_Macdonald,Pop,1987
Amy_Macdonald,Rock,1987
Amy_Malkoff,Pop,1966
Amy_Malkoff,Other,1966
Amy_Pearson,Other,1985
Amy_Vachal,Blues,1988
Amy_Vachal,Folk,1988
Amy_Vachal,Pop,1988
Amyt_Datta,Blues,1960
Amyt_Datta,Jazz,1960
An_Ye-seul,Blues,1995
An_Ye-seul,Pop,1995
An_Ye-seul,Soul,1995
An_Youqi,Pop,1982
Ana-Maria_Yanakieva,Blues,1998
Ana-Maria_Yanakieva,Pop,1998
Ana-Maria_Yanakieva,Soul,1998
Ana-Maria_Yanakieva,Soul,1998
Ana_Bebić,Pop,1986
Ana_Bebić,Pop,1986
Ana_Bebić,Rock,1986
Ana_Caram,Pop,1958
Ana_Caram,Rock,1958
Ana_Carolina,Folk,1974
Ana_Carolina,Jazz,1974
Ana_Carolina,Jazz,1974
Ana_Carolina,Pop,1974
Ana_Carolina,Rock,1974
Ana_Díaz,Jazz,1972
Ana_Díaz,Other,1972
Ana_Free,Pop,1987
Ana_Free,Rock,1987
Ana_Laura,Pop,1986
Ana_Nóbrega,Pop,1980
Ana_Nóbrega,Rock,1980
Ana_Nóbrega,Other,1980
Ana_Paula_Valadão,Other,1976
Ana_Raquel_Satre,Other,1925
Ana_Rich,Pop,1983
Ana_Rich,Pop,1983
Ana_Stanić,Pop,1975
Ana_Stanić,Pop,1975
Ana_Stanić,Soul,1975
Ana_Stanić,Rock,1975
Ana_Štajdohar,Pop,1979
Anabel_Englund,Electronic,1992
Anabel_Englund,Pop,1992
Anabel_Englund,Rock,1992
Anabela,Pop,1976
Anahí_de_Cárdenas,Pop,1983
Anahí_de_Cárdenas,Pop,1983
Anahí_de_Cárdenas,Rock,1983
Anamika_Choudhari,Pop,1995
Anastasia_Karpova,Pop,1984
Anat_Cohen,Jazz,1975
Anca_Parghel,Jazz,1957
Andee,Pop,1990
Andee,Rock,1990
Anders_Glenmark,Pop,1953
Anders_Glenmark,Rock,1953
Anders_Göthberg,Rock,1975
Anders_Hammer,Metal,1980
Anders_Hammer,Metal,1980
Anders_Hana,Electronic,1982
Anders_Hana,Jazz,1982
Anders_Jormin,Jazz,1957
Anders_Kobro,Metal,1975
Anders_Kobro,Metal,1975
Anders_Lindström,Pop,1969
Anders_Lindström,Rock,1969
Anders_Lindström,Rock,1969
Anders_Lindström,Rock,1969
Anders_Lindström,Rock,1969
Anders_Manga,Rock,1973
Anders_Manga,Rock,1973
Anders_Nilsson_(songwriter),Pop,1980
Anders_Odden,Electronic,1972
Anders_Odden,Electronic,1972
Anders_Odden,Rock,1972
Anders_Odden,Rock,1972
Anders_Odden,Rock,1972
Anders_Odden,Metal,1972
Anders_Odden,Metal,1972
Anders_Odden,Metal,1972
Anders_Odden,Metal,1972
Anders_Odden,Metal,1972
Anders_Osborne,Blues,1966
Anders_Osborne,Soul,1966
Anders_Osborne,Rock,1966
Andi_Fraggs,Pop,1986
Andra_(singer),Pop,1986
Andra_(singer),Soul,1986
Andre_Deyo,Blues,1978
Andre_Deyo,Electronic,1978
Andre_Deyo,Hip_Hop,1978
Andre_Deyo,Pop,1978
Andre_Deyo,Soul,1978
Andre_Lindal,Blues,1977
Andre_Lindal,Hip_Hop,1977
Andre_Lindal,Pop,1977
Andre_Lindal,Soul,1977
Andre_Nickatina,Hip_Hop,1970
Andre_Ryder,Hip_Hop,1908
Andre_Thierry,Hip_Hop,1979
Andrea_(Bulgarian_singer),Electronic,1987
Andrea_(Bulgarian_singer),Electronic,1987
Andrea_(Bulgarian_singer),Pop,1987
Andrea_(Bulgarian_singer),Pop,1987
Andrea_Berg,Electronic,1966
Andrea_Brachfeld,Jazz,0003
Andrea_Caccese,Electronic,1988
Andrea_Caccese,Folk,1988
Andrea_Caccese,Rock,1988
Andrea_Caccese,Rock,1988
Andrea_Demirović,Rock,1985
Andrea_Faustini,Blues,1994
Andrea_Faustini,Pop,1994
Andrea_Faustini,Soul,1994
Andrea_Faustini,Soul,1994
Andrea_Ferro,Metal,1973
Andrea_Helms,Other,1973
Andrea_Libardi,Blues,1981
Andrea_Libardi,Soul,1981
Andrea_Martin_(musician),Blues,1975
Andrea_Martin_(musician),Soul,1975
Andrea_Martin_(musician),Soul,1975
Andrea_McEwan,Folk,1978
Andrea_McEwan,Jazz,1978
Andrea_Myrander,Electronic,1985
Andrea_Myrander,Electronic,1985
Andrea_Rydin_Berge,Electronic,1984
Andrea_Tessa,Jazz,1961
Andrea_Veneracion,Folk,1928
Andrea_Veneracion,Pop,1928
Andrea_Šušnjara,Folk,1987
Andrea_Šušnjara,Pop,1987
Andreas_Blomqvist,Rock,1978
Andreas_Blomqvist,Rock,1978
Andreas_Blomqvist,Metal,1978
Andreas_Gabalier,Rock,1984
Andreas_Kümmert,Blues,1986
Andreas_Kümmert,Folk,1986
Andreas_Kümmert,Pop,1986
Andreas_Kümmert,Rock,1986
Andreas_Kümmert,Rock,1986
Andreas_Kümmert,Rock,1986
Andreas_Kümmert,Rock,1986
Andreas_Lill,Rock,1965
Andreas_Lill,Metal,1965
Andreas_Loven,Metal,1981
Andreas_Lønmo_Knudsrød,Metal,1982
Andreas_Mjøs,Electronic,1976
Andreas_Mjøs,Jazz,1976
Andreas_Mjøs,Rock,1976
Andreas_Olsson,Jazz,1978
Andreas_Skår_Winther,Jazz,1991
Andreas_Stensland_Løwe,Jazz,1983
Andreas_Ulvo,Jazz,1983
Andreas_Varady,Jazz,1997
Andreas_Weise,Jazz,1986
Andreas_Weise,Jazz,1986
Andreas_Öberg,Jazz,1978
Andreas_Öberg,Pop,1978
Andreas_Öberg,Soul,1978
Andrei_Diev,Jazz,1958
Andrei_Ivanovitch,Jazz,1968
Andrei_Krylov,Jazz,1959
Andrej_Aćin,Electronic,1972
Andrej_Aćin,Rock,1972
Andrew_%22Jr._Boy%22_Jones,Blues,1948
Andrew_Canton,Hip_Hop,1992
Andrew_Canton,Pop,1992
Andrew_Canton,Soul,1992
Andrew_Carlton,Country,1977
Andrew_Champion,Rock,1970
Andrew_Champion,Rock,1970
Andrew_Champion,Punk,1970
Andrew_Cheshire,Rock,1962
Andrew_Choi,Electronic,1980
Andrew_Choi,Pop,1980
Andrew_Choi,Soul,1980
Andrew_Chou,Hip_Hop,1990
Andrew_Combs_(musician),Country,1986
Andrew_Combs_(musician),Folk,1986
Andrew_Dawson_(record_producer),Pop,1980
Andrew_Dawson_(record_producer),Pop,1980
Andrew_Dawson_(record_producer),Rock,1980
Andrew_Dawson_(record_producer),Rock,1980
Andrew_Duffield_(musician),Rock,1958
Andrew_Findon,Electronic,1956
Andrew_Findon,Folk,1956
Andrew_Findon,Jazz,1956
Andrew_Findon,Pop,1956
Andrew_Findon,Other,1956
Andrew_Goldstein_(musician),Pop,1986
Andrew_Goldstein_(musician),Pop,1986
Andrew_Goldstein_(musician),Pop,1986
Andrew_Goldstein_(musician),Rock,1986
Andrew_Goldstein_(musician),Rock,1986
Andrew_Goldstein_(musician),Punk,1986
Andrew_Greer,Folk,1982
Andrew_Greer,Folk,1982
Andrew_Greer,Rock,1982
Andrew_Howie,Folk,1974
Andrew_Howie,Rock,1974
Andrew_Howie,Rock,1974
Andrew_Jenkins,Country,1895
Andrew_Jenkins,Folk,1895
Andrew_Kahn,Electronic,1952
Andrew_Kahn,Jazz,1952
Andrew_Kahn,Soul,1952
Andrew_Lauder_(music_executive),Pop,1948
Andrew_Lauder_(music_executive),Rock,1948
Andrew_Louper,Experimental,1973
Andrew_Marston,Electronic,1981
Andrew_Martin_(musician),Pop,1978
Andrew_Mikhail,Metal,1988
Andrew_Mikhail,Metal,1988
Andrew_Moore_(musician),Electronic,1979
Andrew_Moore_(musician),Electronic,1979
Andrew_Odom,Blues,1936
Andrew_Odom,Blues,1936
Andrew_Pendlebury,Country,1952
Andrew_Pendlebury,Soul,1952
Andrew_Ripp,Pop,1982
Andrew_Ripp,Rock,1982
Andrew_Ripp,Other,1982
Andrew_Rodriguez_(singer-songwriter),Other,1971
Andrew_Scott_(Canadian_musician),Country,1979
Andrew_Scott_(Canadian_musician),Folk,1979
Andrew_Scott_(Canadian_musician),Folk,1979
Andrew_Scott_(Canadian_musician),Rock,1979
Andrew_Skeet,Other,1969
Andrew_Spence,Rock,1983
Andrew_Spence,Rock,1983
Andrew_Stricko,Pop,1988
Andrew_Stricko,Pop,1988
Andrew_Stricko,Rock,1988
Andrew_Stricko,Rock,1988
Andrew_Stricko,Rock,1988
Andrew_Stricko,Punk,1988
Andrew_Strong,Blues,1973
Andrew_Strong,Pop,1973
Andrew_Strong,Soul,1973
Andrew_Strong,Rock,1973
Andrew_Tibbs,Pop,1929
Andrew_Tibbs,Rock,1929
Andrew_Tierney,Pop,1974
Andrew_Tolman,Rock,1986
Andrew_Tolman,Rock,1986
Andrew_Tosh,Rock,1967
Andrew_Vowles,Electronic,1967
Andrew_Vowles,Electronic,1967
Andrew_W.K.,Pop,1979
Andrew_W.K.,Rock,1979
Andrew_W.K.,Rock,1979
Andrew_W.K.,Rock,1979
Andrew_W.K.,Metal,1979
Andrew_W.K.,Punk,1979
Andrew_W.K.,Punk,1979
Andrew_White_(saxophonist),Jazz,1942
Andrew_White_(saxophonist),Jazz,1942
Andrew_Winton,Blues,1972
Andrew_Winton,Country,1972
Andrew_Winton,Folk,1972
Andrew_Winton,Rock,1972
Andrew_de_Torres,Folk,1985
Andrew_de_Torres,Pop,1985
Andrew_de_Torres,Other,1985
Andria_Busic,Rock,1965
Andria_Busic,Rock,1965
Andria_Busic,Rock,1965
Andria_Busic,Metal,1965
Andriana_Babali,Pop,1976
Andriana_Babali,Pop,1976
Andriani_Marshanda,Blues,1989
Andriani_Marshanda,Pop,1989
Andriani_Marshanda,Soul,1989
Andrius_Mamontovas,Pop,1967
Andrius_Mamontovas,Rock,1967
Andrius_Mamontovas,Rock,1967
Andrius_Mamontovas,Rock,1967
Andrius_Pojavis,Pop,1983
Andrius_Pojavis,Rock,1983
Andru_Bemis,Folk,1978
Andru_Bemis,Folk,1978
Andru_Branch,Other,1968
Andru_Branch,Other,1968
Andrzej_Kozakiewicz,Other,1966
Andrzej_Lampert,Other,1981
Andrzej_Zaucha_(singer),Jazz,1949
Andrzej_Zaucha_(singer),Pop,1949
André_Ceccarelli,Jazz,1946
André_Ceccarelli,Rock,1946
André_Duchesne_(musician),Other,1949
André_Linman,Rock,1992
André_Linman,Rock,1992
André_Linman,Metal,1992
André_Moraes,Rock,1977
André_Roligheten,Rock,1985
André_Valadão,Pop,1979
André_Valadão,Rock,1979
André_Valadão,Other,1979
Andrée_Watters,Pop,1983
Andrée_Watters,Rock,1983
Andrés_Bucci,Pop,1975
Andrés_Bucci,Rock,1975
Andrés_Suárez,Jazz,1983
Andy_Allo,Electronic,1989
Andy_Allo,Soul,1989
Andy_Allo,Soul,1989
Andy_Allo,Other,1989
Andy_Bennett_(musician),Pop,1985
Andy_Biersack,Rock,1990
Andy_Biersack,Rock,1990
Andy_Biersack,Metal,1990
Andy_Biersack,Metal,1990
Andy_Biersack,Metal,1990
Andy_Blueman,Other,1982
Andy_Chapin,Pop,1955
Andy_Chapin,Rock,1955
Andy_Chapin,Rock,1955
Andy_Chapin,Rock,1955
Andy_Cherry,Rock,1986
Andy_Childs,Rock,1962
Andy_DeMize,Rock,1983
Andy_DeMize,Rock,1983
Andy_DeMize,Punk,1983
Andy_Diagram,Jazz,1959
Andy_Diagram,Rock,1959
Andy_Dickens,Blues,1953
Andy_Dickens,Jazz,1953
Andy_Doonan,Pop,1988
Andy_Doonan,Rock,1988
Andy_Doonan,Rock,1988
Andy_Doonan,Other,1988
Andy_Duguid,Other,1982
Andy_Egert,Other,1961
Andy_Gee,Electronic,1950
Andy_Gee,Rock,1950
Andy_Gerold,Rock,1978
Andy_Gibson_(singer),Rock,1981
Andy_Gullahorn,Folk,1976
Andy_Gullahorn,Folk,1976
Andy_Gullahorn,Rock,1976
Andy_Hess,Blues,1966
Andy_Hess,Rock,1966
Andy_Hess,Rock,1966
Andy_Hull,Folk,1986
Andy_Hull,Rock,1986
Andy_Hull,Rock,1986
Andy_Hull,Rock,1986
Andy_Hull,Rock,1986
Andy_Hull,Other,1986
Andy_Kent,Other,1969
Andy_Kubiszewski,Electronic,1961
Andy_Kubiszewski,Electronic,1961
Andy_Kubiszewski,Jazz,1961
Andy_Kubiszewski,Rock,1961
Andy_Kubiszewski,Rock,1961
Andy_Kuntz,Rock,1962
Andy_Kuntz,Metal,1962
Andy_Kuntz,Other,1962
Andy_Lewis_(bassist),Other,1967
Andy_Malecek,Pop,1964
Andy_Malecek,Rock,1964
Andy_Malecek,Rock,1964
Andy_Malecek,Metal,1964
Andy_Marvel,Electronic,1958
Andy_Marvel,Pop,1958
Andy_Marvel,Soul,1958
Andy_Marvel,Rock,1958
Andy_Middleton,Jazz,1962
Andy_Mineo,Hip_Hop,1988
Andy_Moor_(The_Ex),Rock,1962
Andy_Moor_(The_Ex),Punk,1962
Andy_Moor_(musician),Electronic,1980
Andy_Moor_(musician),Electronic,1980
Andy_Parker_(musician),Rock,1952
Andy_Parker_(musician),Rock,1952
Andy_Parker_(musician),Metal,1952
Andy_Parker_(musician),Metal,1952
Andy_Patalan,Metal,1970
Andy_Richards,Folk,1952
Andy_Richards,Jazz,1952
Andy_Richards,Rock,1952
Andy_Roda,Pop,0011
Andy_Roda,Soul,0011
Andy_Santana,Blues,1951
Andy_Santana,Blues,1951
Andy_Santana,Jazz,1951
Andy_Santana,Soul,1951
Andy_Scott_(saxophonist_and_composer),Jazz,1966
Andy_Shernoff,Rock,1955
Andy_Shernoff,Rock,1955
Andy_Shernoff,Rock,1955
Andy_Shernoff,Rock,1955
Andy_Shernoff,Punk,1955
Andy_Skib,Pop,1985
Andy_Skib,Rock,1985
Andy_Skib,Rock,1985
Andy_West,Rock,1953
Andy_West,Rock,1953
Aneeka,Pop,1985
Aneeka,Soul,1985
Aneela_Mirza,Blues,1974
Aneela_Mirza,Pop,1974
Aneela_Mirza,Soul,1974
Anel_Paz,Blues,1963
Anel_Paz,Soul,1963
Anelia,Pop,1982
Anette_Askvik,Pop,1983
Anette_Olzon,Folk,1971
Anette_Olzon,Pop,1971
Anette_Olzon,Rock,1971
Anette_Olzon,Rock,1971
Anette_Olzon,Rock,1971
Anette_Olzon,Rock,1971
Anette_Olzon,Metal,1971
Anette_Olzon,Metal,1971
Angel_(British_musician),Blues,1987
Angel_(British_musician),Electronic,1987
Angel_(British_musician),Hip_Hop,1987
Angel_(British_musician),Soul,1987
Angel_Bartolotta,Electronic,1981
Angel_Bartolotta,Rock,1981
Angel_Bartolotta,Rock,1981
Angel_Bartolotta,Metal,1981
Angel_Bartolotta,Metal,1981
Angel_Deradoorian,Metal,1986
Angel_Faith,Pop,1987
Angel_Faith,Pop,1987
Angel_Faith,Soul,1987
Angel_Jordanov_Kapsov,Pop,1978
Angel_Olsen,Folk,1987
Angel_Olsen,Folk,1987
Angel_Olsen,Rock,1987
Angel_Olsen,Rock,1987
Angel_Taylor,Pop,1988
Angel_Taylor,Soul,1988
Angela_Au,Soul,1983
Angela_Dimitriou,Pop,1954
Angela_Hunte,Hip_Hop,1975
Angela_Hunte,Soul,1975
Angela_McCluskey,Pop,1967
Angela_McCluskey,Rock,1967
Angela_McCluskey,Rock,1967
Angela_Moldovan,Other,1927
Angela_Spivey,Other,1959
Angela_Spivey,Other,1959
Angela_Strehli,Blues,1945
Angelia_Robinson,Soul,1972
Angelia_Robinson,Other,1972
Angelia_Robinson,Other,1972
Angelica_Rylin,Pop,1981
Angelica_Rylin,Rock,1981
Angelica_Rylin,Rock,1981
Angelica_Rylin,Rock,1981
Angelica_Rylin,Metal,1981
Angelica_Segerbäck,Rock,1982
Angelika_Dela_Cruz,Blues,1981
Angelika_Dela_Cruz,Pop,1981
Angelika_Dela_Cruz,Soul,1981
Angelo_Moore,Rock,1965
Angger_Dimas,Electronic,1988
Angger_Dimas,Electronic,1988
Angie_Reed,Electronic,1976
Angus_Stone,Blues,1986
Angus_Stone,Folk,1986
Angus_Stone,Rock,1986
Angus_Stone,Other,1986
Angus_Tung,Other,1959
Angélla_Christie,Other,1963
Ani_Batikian,Other,1982
Ani_Zonneveld,Pop,1962
Anine_Kruse,Jazz,1977
Anish_Sood,Electronic,1989
Anita_Antoinette,Folk,1989
Anita_Antoinette,Soul,1989
Anita_Antoinette,Other,1989
Anita_Auglend,Soul,1979
Anita_Cochran,Soul,1967
Anita_Lerche,Folk,1973
Anita_Lerche,Jazz,1973
Anita_Lerche,Pop,1973
Anita_Meyer,Electronic,1954
Anita_Meyer,Pop,1954
Anita_Meyer,Soul,1954
Anita_Sarawak,Jazz,1952
Anita_Sarawak,Pop,1952
Anita_Simoncini,Jazz,1999
Anita_Singhvi,Jazz,1964
Anita_Traversi,Jazz,1937
